"date","city","state","shape","duration","summary","posted"
"12/10/87 21:00","Nurenburg (Germany)",NA,"","8 hours","missing time and location displacment","2/14/10"
"12/6/87 02:00","Newcastle (Australia)",NA,"Circle","5 min","stop up hill in car take photo of car and this was on film zoomed in on computer 19 years later and seen this looks like ufo over car w","10/30/06"
"11/5/87 01:00","Australia",NA,"Disk","","crackling sound flash of very bright light zipped away very fast","9/2/05"
"10/21/87 21:30","Swansea (UK/England)",NA,"Triangle","30 minutes","Triangular lights seen over Swansea and Port Talbot","5/15/06"
"10/21/87 21:30","Swansea (UK/England)",NA,"Triangle","10 minutes","many witness slow moving huge triangular craft","12/16/05"
"10/15/87 21:00","Cheltenham (Melbourne) (Victoria) (Australia)",NA,"Circle","10 minutes","Sighting of the Mother ship \"UFO\" Charman Rd Cheltenham Vic , Australia 1987-1988","11/20/13"
"10/7/87 22:00","Liverpool (UK/England)",NA,"Light","10 seconds","Orange, gliding ball of light shone into my bedroom window.","6/12/08"
"9/15/87 02:00","Olongopo City (Philippines)",NA,"Triangle","30 min","Philippine naval base sighting of a ufo/uso with binoculars in hand","2/14/06"
"8/27/87 00:00","Newquay (UK/England??)",NA,"Unknown","on going","i live in newquay and on my balcony, me and my house mate and friend saw what we thought was a bright star but it had red,green and whi","8/27/09"
"8/13/87 20:00","Taipei (Taiwan)",NA,"Cigar","3 min.","walking home with my sister after our english class, saw an orange object flying over some apt. buildings.","1/7/00"
"8/10/87 21:00","Navoi (Uzbekistan)",NA,"Light","20 minutes","It was at the evening of 1987 on the south part of Navoi city in Uzbekistan, my family and I saw a bright object over the KizilKum dese","12/9/03"
"7/20/87 23:00","Widnes (UK/England)",NA,"Egg","a minute","OK, i put this behind me, but in 1987 i was walking home from the pub, and i heard a low humming noise i turned and there was a silver","7/8/04"
"7/20/87 23:00","Chimkent (Shymkent) (Kazakhstan)",NA,"Cigar","30 min","Orange sigar-shaped glow with dots of light above were sighted in the mountain area near the Tourist camp.","5/11/05"
"7/18/87 12:30","Bierenbachtal (Germany)",NA,"Light","10min","a friend of mine and me were driving in july 1987 to a beer festival in bierenbachtal,in germany.the next bigger town is waldbroel,the","11/20/01"
"7/7/87 13:00","Ciolpani (Romania)",NA,"Disk","5 minutes","Stationary object above Lake of Snagov.","1/17/04"
"6/1/87 02:00","Llandovery (UK/Wales)",NA,"Other","30 minutes","Fairy lights at speed and fold over UFO","2/14/06"
"6/1/87 01:00","Atlantic Ocean (Bermuda Triangle)",NA,"Light","20 seconds","About halfway between British Virgin Islands and North Carolina, on sailing vessels, at night, star size light zigzagging at great spee","3/6/15"
"5/8/87 02:00","Newgale Sands (UK/Wales)",NA,"Light","5 seconds","light \"answers\" beam shone at it.","8/28/03"
"5/5/87 12:00","Zarafshan (Uzbekistan)",NA,"Sphere","hour?","Large sphere the size of an apartment building hovered over a remote desert community.","9/2/05"
"4/25/87 14:30","Bacolod City (Occidental Province) (Philippines)",NA,"Light","more than 2-min/less than","Daylight \"disc\" ? Over Negros Island, Philippines, by amateur astronomer working on Observatory dome","1/17/04"
"4/16/87 15:30","Yanbu Al Sinaiyah (Saudi Arabia)",NA,"Disk","30sec to 1min","Awesome show of colours and wonder amidst desert sands","7/13/05"
"4/15/87 05:00","Perth (Australia)",NA,"Sphere","5 seconds","On a warm fresh morning in the summer of 87 i saw it suspended off the ground approx 1000yrds from me next to a main digital communicat","10/30/06"
"3/30/87 21:00","Utuado (Puerto Rico)",NA,"Changing","3 minute","Flowting light that changed size and came on and off and dissapeard with out a sound in the blink of an eye.","12/12/09"
"1/28/87 04:16","Dunstable (UK/England)",NA,"Oval","4 hours","Oval shaped craft dive bombed me!","4/27/04"
"1/17/87 06:30","Llanelli (UK/Wales)",NA,"Other","5/10mins","(i did a paper round so i was up early) it was a clear but chilly january morning i was looking up at the stars in my back yard i went","4/27/04"
"11/1/86 03:00","Stoke-on-Trent (UK/England)",NA,"Light","15 min","Whilst working as a security officer about 20 years ago, I saw something, that has left me without any doubts of the exsistance of ufo,","10/30/06"
"10/15/86 16:30","Taichung (Taiwan)",NA,"Oval","10 seconds","\"Tailpipe Charlie\"--Silver disc follows two F-104 fighter jets.","1/17/04"
"10/11/86 20:30","Alice Springs (NT, Australia)",NA,"","20 seconds","Being of light reported,Jesus or another messenger!","1/19/05"
"10/6/86 00:20","Janico (Santiago) (Dominican Republic)",NA,"Circle","2 mins","The craft stood directly above the center of the town, the most vivid assortment of lights. In the blink of an eye, it dissappeared, l","9/13/02"
"9/1/86 19:00","Santiago",NA,"Light","30 seconds","Circle in the sky, Santiago Chile, 19-20 hrs. 2 -3 days before Atlantis was Launched, 86',87' not sure.","8/7/07"
"9/1/86 17:00","Valparaiso (Chile)",NA,"Sphere","hours","Mass sighting of a shiny metallic sphere","8/5/01"
"8/15/86 11:30","Rawalpindi/Islamabad (Pakistan)",NA,"Chevron","15 mins","They were all above eachother like a formation. one above another one. satationary for about 15m. Then moved slowly and then in seccon","6/23/99"
"8/11/86 19:00","Cluj (Romania)",NA,"Formation","hours","Complex story/encounter - barnea cluj, 15 years later…","8/30/13"
"7/5/86 01:15","Coventry (UK/England)",NA,"Triangle","3MINS","ORANGE TRIANGLE ACCROSS SKY AT NIGHT","8/16/02"
"7/1/86 17:00","Halandri (Near Athens) (Greece)",NA,"Cylinder","1 1/2 mins","250 foot silver cylinder","6/2/98"
"6/30/86 12:00","Albay (Philippines)",NA,"Oval","4 minutes","Gray/brown oval shape..we saw ufo very close encounter @ 12:00 noon. please believe.","4/3/15"
"6/30/86 01:00","County Cork (Republic of Ireland)",NA,"Light","5-10seconds","Green ball of light , it moved at incredable speed.","7/16/06"
"6/29/86 12:00","Odessa (Ukraine)",NA,"Rectangle","3 seconds","A strange looking UFO.","9/30/13"
"6/15/86 19:00","Chard Town, Somerset",NA,"Formation","2 hours","Lights scanning our town","3/19/02"
"6/15/86 12:30","Oxford (UK/England)",NA,"Sphere","20 seconds","A Sphere in the sky that disappeared in a matter of seconds the size of the Moon","5/15/06"
"6/2/86 18:00","Wiltshire (UK/England)",NA,"Disk","1 hour","Close Encounter With Three Disc Craft, February 1986","10/20/05"
"6/1/86 16:00","Redcliffe (Australia)",NA,"Other","2 minutes","It was late afternoon and I was about to set up for fishing on the beach it was completely blue sky no clouds I looked out towards More","8/7/07"
"6/1/86 11:00","Norway",NA,"Disk","1:00hr","Ex Royal Marine -I saw -I believe ?","2/1/07"
"6/1/86 08:00","Levuka (Fiji)",NA,"Other","5 MINS","HUGE WHITE ARROW IN THE BLUE SKY.","5/28/05"
"6/1/86","UK/England",NA,"Disk","","6 years old wedding outside in dark no body around ship over head for seconds and flies off","2/18/01"
"5/15/86 21:00","Liverpool (UK/England)",NA,"Rectangle","15 seconds","Rectangular, silent craft gliding over houses about 100 feet up.","6/12/08"
"4/30/86 23:00","Kleinmachnow/Berlin (Germany)",NA,"Cylinder","10 min.","Ich wurde beim Fernsehen gestört,als plötzlich ein grelles Licht in mein Zimmer schien,meine Tochter und rannten nach draussen... WIr s","12/19/03"
"4/11/86 04:00","Aswan (Egypt)",NA,"Disk","1 hour","Sky show of approximately 30 ufos 'cavorting'for 1 hour over Nile river at Aswan,Egypt.","6/2/98"
"4/1/86 21:00","Tikva (near) (Israel)",NA,"Triangle","About 5 minutes","triangular craft with red pulsating triangle of lights - seen in Israel","6/12/07"
"4/1/86 02:00","Blacktown (suburb) (Australia)",NA,"Triangle","2-4 SECONDS","STRANGE TRIANGLE WITH LIGHT TRAVELLING AT FAST SPEED LOW ALTITUDE AND NO SOUND","12/16/05"
"3/13/86 18:00","Auckland (New Zealand)",NA,"Circle","5 mins","Strange glowing Orb hovering in front of 12 year old boy!!","2/18/01"
"3/4/86","Marbela (Spain)",NA,"Sphere","8 mins","mijas costa spain sphere 8 mins 1986 four of us saw this object ,a clear afternoon","10/30/06"
"3/1/86 16:00","Birmingham (UK/England)",NA,"Other","a few minutes","One cube and one sphere (one red the other was black) over the Lickey Hills, stayed equidistant as they travelled in the air.","3/13/12"
"2/25/86 06:00","Panama",NA,"Sphere","unknown","my les than normal experience as a child with a floating white smokey orb","7/16/03"
"2/9/86 23:00","Kemayan (Malaysia)",NA,"Unknown","1 minute","Sharp turning flying object with orange light in Malaysia. Year 1986 Feb 9th.","3/9/04"
"12/20/85 23:10","Nassau (Bahamas)",NA,"Cigar","6 minutes","the oblect was like a cigar shaped craft.At first i thought it was a helicopter looking for something until it got over the car and the","9/28/03"
"11/1/85 18:00","East London (South Africa)",NA,"Sphere","5 seconds","Flourescent Orbs","5/29/12"
"10/10/85 20:25","Leeds (UK/England)",NA,"Triangle","10min","three light in the sky that led to a big black silent triangle shaped craft.","3/4/03"
"9/15/85 02:30","Mumbai (India)",NA,"Other","45 MINS ++","UFO SPOTTED 20 YRS BACK. WITNESSES REPORT IT NOW DUE TO FEAR!!!","7/16/06"
"9/10/85 14:00","Druskenenky (70 km nort of) (Latvia)",NA,"Circle","35min","light green big ball first muving slovli;devide on three go fast tovards spase deraction;75meters abuve produsing day lihte ben of ligt","8/5/01"
"7/15/85 05:30","Birmingham (UK/England)",NA,"Fireball","1 hour","Hazy human figured object following us through the park with technology and intelligence","8/30/13"
"7/13/85","Biala (Bulgaria)",NA,"Disk","","((NUFORC Note: Witness submits a cryptic report regarding the apparent sighting of a disk. PD))","1/3/01"
"7/6/85 04:30","Tongeren (Belgium)",NA,"Oval","10 sec","UFO (probe? ) light green glowing in my room when I woke up","8/5/09"
"6/30/85 18:30","Dunollie, Greymouth (New Zealand)",NA,"Light","30 seconds","Fluorescent green sphere travelling very fast along the baseline of local hills near Greymouth","10/8/07"
"6/30/85 16:30","Leeds (UK/England)",NA,"Sphere","","orange ball of light moving slowly through the sky.","2/14/08"
"6/1/85 23:00","Republic of Ireland",NA,"Flash","15 minutes","fishin from a beach , an object out on the water had a large light no sound repelling lead weights","11/3/05"
"6/1/85 23:00","Sydney (NSW, Australia)",NA,"Circle","24;00","The object was round. roughly 30 feet across, it had 2 main lights like driving lights which were on beaming directly into the night s","3/21/03"
"6/1/85 20:00","East London (South Africa)",NA,"Sphere","1 minute","The sphere looked as if it was going to hit the house!","1/5/11"
"6/1/85 18:00","Michoacan (Mexico)",NA,"Disk","aprox 5 min","dark gray with lights around it","4/27/07"
"6/1/85 14:00","Thailand",NA,"Triangle","5min","Three U.S. Navy personel witness triangular shaped object in day time sky outside popular Thailand tourest area.","7/23/03"
"6/1/85 10:00","Seoul (South Korea)",NA,"Other","3 minutes","Silver, upside down T-shaped flying object hovering low slowly and quietly then flew away in about 3 minutes","11/28/07"
"6/1/85 02:00","Krivaj (a village near Kutina) (Croatia)",NA,"Fireball","5 min","Two fireballs making manouvers around each other in the sky and then separate.","6/12/02"
"3/15/85 23:00","Pune (India)",NA,"Circle","30 to 45 sec.","The object took round around one fixed object at a very high speed. The fixed object might be the place from where these UFO's might be","5/14/02"
"1/15/85 01:30","Atlantic Ocean (Canada/Iceland, midway between)",NA,"Light","30 minutes","Flashing lighted object observed by an E-3A AWACS crew over the Mid-Atlantic","2/23/00"
"12/27/84 21:00","Capricorn Coast (Australia)",NA,"Light","10mins","A super bright, sharp, red light travelled at supersonic speeds around a tropical storm cell, in Australia.","5/11/05"
"12/15/84 20:00","Santiago (Chile)",NA,"Changing","30 min.","First: One Object, Second: Few colorfull objects, Final: Again One object","1/28/99"
"10/7/84 19:00","Chigwell Essex (UK/England)",NA,"Other","15 Seconds","High Altitude RED fast moving (later violently manouvering) oval/ bean shaped object Essex UK","10/27/04"
"9/23/84 21:30","Hinton Blewitt, Bristol (UK/England)",NA,"Triangle","5 seconds","Triangular craft seen above me in Hinton Blewitt, England.
        
        500 Lights On Object0: Yes","2/14/10"
"9/15/84 22:30","Gravesend (UK/England)",NA,"Triangle","3 MINS","The triangle shape with no sound.","7/26/02"
"9/2/84 23:00","Sao Paulo (Brazil)",NA,"Other","1 hour","Very large space ship taken in my telescope, passed in front of moon","1/5/11"
"9/1/84 02:00","Dublin (Republic of Ireland)",NA,"Triangle","8 to 10 mins","it was large ,black or a dark collor,it hoverd over a train station called heuston train station in dublin city where i worked at the t","1/3/01"
"8/20/84 14:00","London (UK/England)",NA,"Sphere","10 Minutes","See Below","10/2/99"
"8/15/84 22:30","Mexico",NA,"Light","10 min","8/15/84 22:30 intense white light with two spheres 10 minutes Object rises over desert accompanied by two spheres .","10/20/05"
"8/14/84 02:00","Dorset coast (UK/England)",NA,"Light","aprox 30 min","While sailing of the Dorset coast on a NE course towards Portland Bill, I saw a light in the sky that I can't explaine","8/28/03"
"8/1/84 02:30","Bahamas",NA,"Cigar","3 minutes","Myself and another person witnessed two \"ghost rockets\" while onboard a ship at sea","6/12/07"
"7/1/84 07:00","Morelia (Mexico)",NA,"Sphere","10 minutes","Orange spheres close to homes in Mexico.","6/2/13"
"6/15/84 21:00","Hamadan (Iran)",NA,"Circle","","This is not something that i have seen lately, but what i saw was so imposible that i have never talked about it before. I was spending","12/16/05"
"6/15/84 04:00","London (UK/England)",NA,"Cigar","ABOUT 10 MINS","HUMMING CIGAR SHAPED OBJECT","5/2/03"
"6/1/84 00:00","Perth (Western Australia)",NA,"","20 Minutes","I encountered three small grey creatures and a rolling ball of light while walking at a near by lake.","7/1/02"
"3/9/84 20:15","Arvidsjaur (Sweden)",NA,"Disk","10 minutes","\"Leadlight\" with saucer behind.","2/3/12"
"2/22/84 00:00","Ein Geidi Beach (Israel)",NA,"Unknown","10minutes","I was a working in Israel on a kibbutz in 1984. I spent a weekend on a beach called Ein Geidi which is a reaort on the Dead Sea. We wer","8/12/08"
"2/16/84 23:00","Guadalajara, Jalisco (Mexico)",NA,"Formation","20 min","it happend while on a road to guadalajara jalisco mexico my 3 brothers ans sister are witnesses of seeing 5 objects flying very high in","1/28/99"
"2/8/84 20:00","Brighton (UK/England)",NA,"Triangle","COUPLE OF SECONDS","LAYING ON THE BEACH AT BRIGHTON MY MUM AND I SAW A TRIANGLE SHAPE OBJECT STATIONARY ABOVE US ABOUT 30 FEET IN THE AIR. IT WAS SO CLOSE","8/20/01"
"1/26/84 18:09","Abu Dhabi (United Arab Emirates)",NA,"Disk","","Object captured by camera over Abu Dhabi","4/27/07"
"12/27/83 20:30","Derry (Republic of Ireland)",NA,"Formation","2-3mins","As a group we all stood under the tree under the small box at the country lane off ballymagroarty we walked through the gate now a larg","10/28/02"
"11/11/83 19:20","Bucharest (Romania)",NA,"Circle","10","Circular space craft over bucharest romania in early 80s - report by us citizen","8/30/13"
"10/19/83 04:55","Reykjavik (Iceland)",NA,"Disk","5 seconds","well i was at my work and went out smoking,and from the east of my directio n came a silver object and changded course flying south onl","6/12/08"
